region,indicator,Unit,Date,Value
Sonoma,selfsupplied,Mgal/d,1/1/2000 0:00,8.16
Sonoma,selfsupplied,Mgal/d,1/1/2005 0:00,7.94
Sonoma,selfsupplied,Mgal/d,1/1/2010 0:00,5.77
Sonoma,selfpercapitause,gallons/day,1/1/2010 0:00,75
Sonoma,public,Mgal/d,1/1/2005 0:00,55.14
Sonoma,public,Mgal/d,1/1/2010 0:00,31.22
Sonoma,publicpercapita,gallons/day,1/1/2010 0:00,77
Sonoma,total,Mgal/d,1/1/2005 0:00,63.08
Sonoma,total,Mgal/d,1/1/2010 0:00,36.99
Stanislaus,population,thousands,1/1/2000 0:00,85.17
Stanislaus,population,thousands,1/1/2005 0:00,73.54
Stanislaus,population,thousands,1/1/2010 0:00,40.443
Stanislaus,groundwater,Mgal/d,1/1/2000 0:00,5.76
Stanislaus,groundwater,Mgal/d,1/1/2005 0:00,39.93
Stanislaus,groundwater,Mgal/d,1/1/2010 0:00,2.85
Stanislaus,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.64
Stanislaus,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,4.44
Stanislaus,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.19
Stanislaus,selfsupplied,Mgal/d,1/1/2000 0:00,6.4
Stanislaus,selfsupplied,Mgal/d,1/1/2005 0:00,44.37
Stanislaus,selfsupplied,Mgal/d,1/1/2010 0:00,3.04
Stanislaus,selfpercapitause,gallons/day,1/1/2010 0:00,75
Stanislaus,public,Mgal/d,1/1/2005 0:00,82.63
Stanislaus,public,Mgal/d,1/1/2010 0:00,72.42
Stanislaus,publicpercapita,gallons/day,1/1/2010 0:00,153
Stanislaus,total,Mgal/d,1/1/2005 0:00,127
Stanislaus,total,Mgal/d,1/1/2010 0:00,75.46
Sutter,population,thousands,1/1/2000 0:00,21.31
Sutter,population,thousands,1/1/2005 0:00,16.575
Sutter,population,thousands,1/1/2010 0:00,6.757
Sutter,groundwater,Mgal/d,1/1/2000 0:00,1.44
Sutter,groundwater,Mgal/d,1/1/2005 0:00,6.47
Sutter,groundwater,Mgal/d,1/1/2010 0:00,0.42
Sutter,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.16
Sutter,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Sutter,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.09
Sutter,selfsupplied,Mgal/d,1/1/2000 0:00,1.6
Sutter,selfsupplied,Mgal/d,1/1/2005 0:00,6.47
Sutter,selfsupplied,Mgal/d,1/1/2010 0:00,0.51
Sutter,selfpercapitause,gallons/day,1/1/2010 0:00,75
Sutter,public,Mgal/d,1/1/2005 0:00,13.48
Sutter,public,Mgal/d,1/1/2010 0:00,10.68
Sutter,publicpercapita,gallons/day,1/1/2010 0:00,121
Sutter,total,Mgal/d,1/1/2005 0:00,19.95
Sutter,total,Mgal/d,1/1/2010 0:00,11.19
Tehama,population,thousands,1/1/2000 0:00,32.59
Tehama,population,thousands,1/1/2005 0:00,27.153
Tehama,population,thousands,1/1/2010 0:00,28.093
Tehama,groundwater,Mgal/d,1/1/2000 0:00,2.2
Tehama,groundwater,Mgal/d,1/1/2005 0:00,6.63
Tehama,groundwater,Mgal/d,1/1/2010 0:00,1.57
Tehama,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.24
Tehama,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,3.98
Tehama,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.54
Tehama,selfsupplied,Mgal/d,1/1/2000 0:00,2.44
Tehama,selfsupplied,Mgal/d,1/1/2005 0:00,10.61
Tehama,selfsupplied,Mgal/d,1/1/2010 0:00,2.11
Tehama,selfpercapitause,gallons/day,1/1/2010 0:00,75
Tehama,public,Mgal/d,1/1/2005 0:00,15.75
Tehama,public,Mgal/d,1/1/2010 0:00,4.18
Tehama,publicpercapita,gallons/day,1/1/2010 0:00,118
Tehama,total,Mgal/d,1/1/2005 0:00,26.36
Tehama,total,Mgal/d,1/1/2010 0:00,6.29
Trinity,population,thousands,1/1/2000 0:00,6.72
Trinity,population,thousands,1/1/2005 0:00,5.96
Trinity,population,thousands,1/1/2010 0:00,6.326
Trinity,groundwater,Mgal/d,1/1/2000 0:00,0.45
Trinity,groundwater,Mgal/d,1/1/2005 0:00,0.94
Trinity,groundwater,Mgal/d,1/1/2010 0:00,0.36
Trinity,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.05
Trinity,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Trinity,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.12
Trinity,selfsupplied,Mgal/d,1/1/2000 0:00,0.5
Trinity,selfsupplied,Mgal/d,1/1/2005 0:00,0.94
Trinity,selfsupplied,Mgal/d,1/1/2010 0:00,0.48
Trinity,selfpercapitause,gallons/day,1/1/2010 0:00,76
Trinity,public,Mgal/d,1/1/2005 0:00,1.68
Trinity,public,Mgal/d,1/1/2010 0:00,0.82
Trinity,publicpercapita,gallons/day,1/1/2010 0:00,110
Trinity,total,Mgal/d,1/1/2005 0:00,2.62
Trinity,total,Mgal/d,1/1/2010 0:00,1.3
Tulare,population,thousands,1/1/2000 0:00,103.42
Tulare,population,thousands,1/1/2005 0:00,85.574
Tulare,population,thousands,1/1/2010 0:00,67.239
Tulare,groundwater,Mgal/d,1/1/2000 0:00,6.98
Tulare,groundwater,Mgal/d,1/1/2005 0:00,25.89
Tulare,groundwater,Mgal/d,1/1/2010 0:00,4.6
Tulare,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.78
Tulare,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,2.88
Tulare,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.44
Tulare,selfsupplied,Mgal/d,1/1/2000 0:00,7.76
Tulare,selfsupplied,Mgal/d,1/1/2005 0:00,28.77
Tulare,selfsupplied,Mgal/d,1/1/2010 0:00,5.04
Tulare,selfpercapitause,gallons/day,1/1/2010 0:00,75
Tulare,public,Mgal/d,1/1/2005 0:00,62.03
Tulare,public,Mgal/d,1/1/2010 0:00,50.25
Tulare,publicpercapita,gallons/day,1/1/2010 0:00,134
Tulare,total,Mgal/d,1/1/2005 0:00,90.8
Tulare,total,Mgal/d,1/1/2010 0:00,55.29
Tuolumne,population,thousands,1/1/2000 0:00,0.28
Tuolumne,population,thousands,1/1/2005 0:00,4.767
Tuolumne,population,thousands,1/1/2010 0:00,6.585
Tuolumne,groundwater,Mgal/d,1/1/2000 0:00,0.02
Tuolumne,groundwater,Mgal/d,1/1/2005 0:00,4.05
Tuolumne,groundwater,Mgal/d,1/1/2010 0:00,0.15
Tuolumne,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0
Tuolumne,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.04
Tuolumne,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.04
Tuolumne,selfsupplied,Mgal/d,1/1/2000 0:00,0.02
Tuolumne,selfsupplied,Mgal/d,1/1/2005 0:00,4.09
Tuolumne,selfsupplied,Mgal/d,1/1/2010 0:00,0.19
Tuolumne,selfpercapitause,gallons/day,1/1/2010 0:00,29
Tuolumne,public,Mgal/d,1/1/2005 0:00,14.96
Tuolumne,public,Mgal/d,1/1/2010 0:00,5.85
Tuolumne,publicpercapita,gallons/day,1/1/2010 0:00,120
Tuolumne,total,Mgal/d,1/1/2005 0:00,19.05
Tuolumne,total,Mgal/d,1/1/2010 0:00,6.04
Ventura,population,thousands,1/1/2000 0:00,16.23
Ventura,population,thousands,1/1/2005 0:00,1.98
Ventura,population,thousands,1/1/2010 0:00,51.338
Ventura,groundwater,Mgal/d,1/1/2000 0:00,0.83
Ventura,groundwater,Mgal/d,1/1/2005 0:00,0.67
Ventura,groundwater,Mgal/d,1/1/2010 0:00,2.43
Ventura,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.09
Ventura,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.67
Ventura,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,1.2
Ventura,selfsupplied,Mgal/d,1/1/2000 0:00,0.92
Ventura,selfsupplied,Mgal/d,1/1/2005 0:00,1.34
Ventura,selfsupplied,Mgal/d,1/1/2010 0:00,3.63
Ventura,selfpercapitause,gallons/day,1/1/2010 0:00,71
Ventura,public,Mgal/d,1/1/2005 0:00,89
Ventura,public,Mgal/d,1/1/2010 0:00,89.24
Ventura,publicpercapita,gallons/day,1/1/2010 0:00,116
Ventura,total,Mgal/d,1/1/2005 0:00,90.34
Ventura,total,Mgal/d,1/1/2010 0:00,92.87
Yolo,population,thousands,1/1/2000 0:00,33.46
Yolo,population,thousands,1/1/2005 0:00,19.761
Yolo,population,thousands,1/1/2010 0:00,14.539
Yolo,groundwater,Mgal/d,1/1/2000 0:00,2.26
Yolo,groundwater,Mgal/d,1/1/2005 0:00,12.2
Yolo,groundwater,Mgal/d,1/1/2010 0:00,1.04
Yolo,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.25
Yolo,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Yolo,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.04
Yolo,selfsupplied,Mgal/d,1/1/2000 0:00,2.51
Yolo,selfsupplied,Mgal/d,1/1/2005 0:00,12.2
Yolo,selfsupplied,Mgal/d,1/1/2010 0:00,1.08
Yolo,selfpercapitause,gallons/day,1/1/2010 0:00,74
Yolo,public,Mgal/d,1/1/2005 0:00,23.53
Yolo,public,Mgal/d,1/1/2010 0:00,24.99
Yolo,publicpercapita,gallons/day,1/1/2010 0:00,134
Yolo,total,Mgal/d,1/1/2005 0:00,35.73
Yolo,total,Mgal/d,1/1/2010 0:00,26.07
Yuba,population,thousands,1/1/2000 0:00,20.89
Yuba,population,thousands,1/1/2005 0:00,24.588
Yuba,population,thousands,1/1/2010 0:00,11.465
Yuba,groundwater,Mgal/d,1/1/2000 0:00,1.41
Yuba,groundwater,Mgal/d,1/1/2005 0:00,3.35
Yuba,groundwater,Mgal/d,1/1/2010 0:00,0.8
Yuba,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.16
Yuba,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.21
Yuba,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.06
Yuba,selfsupplied,Mgal/d,1/1/2000 0:00,1.57
Yuba,selfsupplied,Mgal/d,1/1/2005 0:00,3.56
Yuba,selfsupplied,Mgal/d,1/1/2010 0:00,0.86
Yuba,selfpercapitause,gallons/day,1/1/2010 0:00,75
Yuba,public,Mgal/d,1/1/2005 0:00,9.27
Yuba,public,Mgal/d,1/1/2010 0:00,7.1
Yuba,publicpercapita,gallons/day,1/1/2010 0:00,117
Yuba,total,Mgal/d,1/1/2005 0:00,12.83
Yuba,total,Mgal/d,1/1/2010 0:00,7.96
